firstName,lastName,reason,reasonDetail,sessionDate,transferredVoteTo
Жусупали Калматович,Исаев,В командировке,Дания,28-29.11.2012г.,А.Измалковой
Абдулатип Маматасанович,Режавалиев,,,,М.Бакирову
Ирина Юрьевна,Карамушкина,В командировке,Казахстан,28-29.11.2012г.,А.Измалковой
Гульнара Оморовна,Жамгырчиева,В командировке,Таджикистан,28-29.11.2012г.,Ч.Турсунбекову
Роза Корчубековна,Акназарова,,,,Ч.Султанбековой
Айнуру Тойчиевна,Алтыбаева,,,,Ф.Кулову
Бакыт Эргешевич,Төрөбаев,В командировке,Казахстан,28-29.11.2012г.,-
Жылдызкан Айтибаевна,Жолдошова,,,,М.Абдылдаеву
Дамира Абаскановна,Ниязалиева,,,,Ч.Турсунбекову
Данияр Омурзакович,Тербишалиев,,,,-
Кубанычбек Туманович,Туманов,В командировке,Азербайджан,28-29.11.2012г.,-
Бактыгул Арстанович,Маматов,В командировке,Ошская обл.,28-29.11.2012г.,-
Бахадыр Искакович,Сулейманов,По состоянию здоровья,,28-29.11.2012г.,-
Нурлан Чолпонбаевич,Сулайманов,,,,-
Камчыбек Кыдыршаевич,Ташиев,По уважительной причине,,28-29.11.2012г.,-
Садыр Нургожоевич,Жапаров,,,,-
Талант Турдумаматович,Мамытов,,,,-
Нариман Ташболотович,Тюлеев,,,,-
Абдырахман Мадакимович,Маматалиев,В командировке,Казахстан,29.11.2012г.,А.Артыкову
Максат Эсенович,Сабиров,,,,К.Бокоеву
Асылбек Шарипович,Жээнбеков,В командировке,г.Санкт-Петербург,21-22.11.2012г.,Т.Зулпукарову
Каныбек Капашович,Иманалиев,,,,Ф.Кулову
Максат Эсенович,Сабиров,,,,У.Аманбаевой
Жылдызкан Айтибаевна,Джолдошева,,,,М.Абдылдаеву
Эсенгул Байдалиевич,Исаков,,,,-
Абдимуталип Калдарбаевич,Кочкорбаев,,,,-
Абдырахман Мадакимович,Маматалиев,,,,А.Артыкову
Карганбек Садыкович,Самаков,,,,-
Акылбек Жусупович,Эшимов,,,,-
Айнуру Тойчиевна,Алтыбаева,В командировке,Франция,21-22.11.2012г.,Ф.Кулову
Тынчтык Урайимович,Шайназаров,В командировке,Ошская обл.,21-22.11.2012г.,-
Заирбек Сулайманович,Жоошбеков,В командировке,Ошская обл.,21-22.11.2012г.,Ч.Турсунбекову
Абдулатип Маматасанович,Режавалиев,В командировке,Жалал-Абадская обл.,21-22.11.2012г.,М.Осмонову
Жыргалбек Алимбаевич,Саматов,В командировке,,21-22.11.2012г.,-
Надира Азимовна,Нарматова,В командировке,Китайская Народная Республика,21-22.11.2012г.,А.Келдибекову
Нурлан Чолпонбаевич,Сулайманов,По состоянию здоровья,,21-22.11.2012г.,-
Нарынбек,Молдобаев,,,,Р.Шин
Мамат,Орозбаев,,,,Ч.Турсунбекову
Бахадыр Искакович,Сулейманов,,,,-
Нуржана Нуралиевна,Бадыкеева,На похоронах близкого родственника,,21-22.11.2012г.,-
Бакыт Эргешевич,Төрөбаев,В отпуске без содержания,,22.11.2012г.,-
Наталья Владимировна,Никитенко,По уважительной причине,,22.11.2012г.,-
Жоомарт Рахатович,Сапарбаев,,,,-
Камчыбек Кыдыршаевич,Ташиев,По уважительной причине,,22.11.2012г.,-
Садыр Нургожоевич,Жапаров,,,,-
Талант Турдумаматович,Мамытов,,,,-
Нариман Ташболотович,Тюлеев,,,,-
Ширин Чынгызовна,Айтматова,По состоянию здоровья,,22.11.2012г.,Б.Калмаматову
Токон Болотбекович,Мамытов,В командировке,г.Санкт-Петербург,22.11.2012г.,А.Артыкову
Бахтияр Сабиржанович,Кадыров,,,,-
Талантбек Макишович,Узакбаев,,,,К.Рыспаеву
Бактыгул Арстанович,Маматов,В командировке,"Жалал-Абадская,",22.11.2012г.,К.Туманову
Бахадыр Искакович,Сулейманов,В командировке,Швейцария,14-15.11.2012г.,-
Каныбек,Осмоналиев,В командировке,Грузия,14-15.11.2012г.,Ф.Кулову
Данияр Омурзакович,Тербишалиев,В командировке,Корея,14-15.11.2012г.,А.Кутушеву
Равшан Бабырбекович,Жээнбеков,,,,-
Абдулатип Маматасанович,Режавалиев,В командировке,Жалал-Абад обл.,14-15.11.2012г.,Э.Джумалиевой
Нурлан Чолпонбаевич,Сулайманов,По состоянию здоровья,,14-15.11.2012г.,-
Мамат,Орозбаев,,,,Ч.Турсунбекову
Хаджимурат Зулкарнаевич,Коркмазов,,,,-
Бакыт Эргешевич,Төрөбаев,В отпуске без содержания,,14-15.11.2012г.,-
Наталья Владимировна,Никитенко,По уважительной причине,,14-15.11.2012г.,-
Жоомарт Рахатович,Сапарбаев,,,,-
Камчыбек Кыдыршаевич,Ташиев,По уважительной причине,,14-15.11.2012г.,-
Садыр Нургожоевич,Жапаров,,,,-
Талант Турдумаматович,Мамытов,,,,-
Нариман Ташболотович,Тюлеев,,,,-
Максат Эсенович,Сабиров,В командировке,Ысык-Кульская обл.,08.11.2012г.,У.Аманбаевой
Эльмира Сансызбаевна,Иманалиева,В командировке,Ысык-Кульская обл.,08.11.2012г.,-
Нурлан Чолпонбаевич,Сулайманов,По состоянию здоровья,,08.11.2012г.,-
Малик Калылович,Осмонов,,,,Н.Алимбекову
Мамат,Орозбаев,,,,Ч.Турсунбекову
Бакыт Эргешевич,Төрөбаев,В отпуске без содержания,,08.11.2012г.,-
Наталья Владимировна,Никитенко,По уважительной причине,,08.11.2012г.,-
Жоомарт Рахатович,Сапарбаев,,,,-
Марат Абдыразакович,Султанов,,,,Б.Сулейманову
Элмурат Авдувапович,Обдунов,,,,Н.Алимбекову
Камчыбек Кыдыршаевич,Ташиев,По уважительной причине,,08.11.2012г.,-
Садыр Нургожоевич,Жапаров,,,,-
Талант Турдумаматович,Мамытов,,,,-
Нариман Ташболотович,Тюлеев,,,,-
Равшан Бабырбекович,Жээнбеков,В командировке,г.Алматы,31.10.2012г.,-
Данияр Омурзакович,Тербишалиев,,,,-
Жусупали Калматович,Исаев,В командировке,Турция,31.10.-01.11.2012г.,М.Мадеминову
Алла Николаевна,Измалкова,,,,И.Карамушкиной
Бакыт Эргешевич,Торобаев,В командировке,Ысык-Кульская обл.,31.10.-01.11.2012г.,-
Дастан Далабайевич,Бекешев,В командировке,г.Алматы,31.10.-01.11.2012г.,-
Нурлан Чолпонбаевич,Сулайманов,По состоянию здоровья,,31.10.-01.11.2012г.,-
Алмазбек Баатырбекович,Баатырбеков,,,,Э.Жумалиевой
Нурлан Надирович,Торобеков,,,,-
Хаджимурат Зулкарнаевич,Коркмазов,,,,-
Каныбек,Осмоналиев,По уважительной причине,,31.10.-01.11.2012г.,Ф.Кулову
Эгемберди,Эрматов,,,,-
Малик Калылович,Осмонов,,,,А.Режавалиеву
Курманбек Сапарович,Дыйканбаев,,,,Ч.Султанбековой
Камчыбек Кыдыршаевич,Ташиев,По уважительной причине,,31.10.-01.11.2012г.,-
Садыр Нургожоевич,Жапаров,,,,-
Талант Турдумаматович,Мамытов,,,,-
Нариман Ташболотович,Тюлеев,,,,-
Гульнара Оморовна,Жамгырчиева,В командировке,Республика Татарстан,31.10.-01.11.2012г.,Д.Ниязалиевой
Галина Анатольевна,Скрипкина,В командировке,г.Астана,01.11.2012г.,-
Эсенгул Байдалиевич,Исаков,В командировке,г.Алматы,01.11.2012г.,-
Надира Азимовна,Нарматова,В командировке,Республика Татарстан,01.11.2012г.,Э.Иманалиевой
Тынчтык Урайимович,Шайназаров,В командировке,Ысык-Кульская обл.,01.11.2012г.,-
Назарали Турдалиевич,Арипов,В командировке,г.Санкт-Петербург,17.10.2012г.,-
Дастан Далабайевич,Бекешев,,,,-
Нурбек Мурпазылжанович,Мурашев,,,,-
Бахадыр Искакович,Сулейманов,,,,-
Нурбек Каарыевич,Алимбеков,В командировке,г.Санкт-Петербург,17-18.10.2012г.,А.Бекматову
Наталья Владимировна,Никитенко,В командировке,Швейцария,17-18.10.2012г.,А.Сасыкбаевой
Алла Николаевна,Измалкова,По состоянию здоровья,,17-18.10.2012г.,И.Карамушкиной
Нурлан Чолпонбаевич,Сулайманов,,,,-
Малик Калылович,Осмонов,,,,А.Режевалиеву
Нурлан Надирович,Торобеков,,,,К.Рыспаеву
Хаджимурат Зулкарнаевич,Коркмазов,,,,-
Каныбек,Осмоналиев,По уважительной причине,,17-18.10.2012г.,Ф.Кулову
Эгемберди,Эрматов,,,,-
Жоомарт Рахатович,Сапарбаев,,,,А.Сасыкбаевой
Камчыбек Кыдыршаевич,Ташиев,,,,-
Садыр Нургожоевич,Жапаров,,,,-
Талант Турдумаматович,Мамытов,,,,-
Нариман Ташболотович,Тюлеев,,,,-
Акылбек Шакирович,Султанов,В командировке,г.Ош,18.10.2012г.,Ж.Исаеву
Ыргал Кармышаковна,Кадыралиева,В командировке,Ошская обл.,18.10.2012г.,Д.Ниязалиевой
Мамат,Орозбаев,По состоянию здоровья,,18.10.2012г.,Ч.Турсунбекову
Галина Анатольевна,Скрипкина,В командировке,г.Санкт-Петербург,10.10.2012г.,-
Курманбек Эргешевич,Осмонов,В командировке,г.Санкт-Петербург,10-11.10.2012г.,-
Максат Эсенович,Сабиров,,,,-
Ахматбек Келдибекович,Келдибеков,В командировке,Франция,10-11.10.2012г.,-
Бакыт Эргешевич,Торобаев,В командировке,г.Жалал-Абад,10-11.10.2012г.,-
Абдулатип Маматасанович,Режавалиев,,,,М.Осмонову
Тынчтык Урайимович,Шайназаров,В командировке,Ошская обл.,10-11.10.2012г.,-
Турсунтай Аблизович,Салимов,По состоянию здоровья,,10-11.10.2012г.,Э.Сакебаеву
Нурлан Чолпонбаевич,Сулайманов,,,,-
Бахадыр Искакович,Сулейманов,,,,-
Чолпон Аалыевна,Султанбекова,,,,К.Дыйканбаеву
Камчыбек Кыдыршаевич,Ташиев,По уважительной причине,,10-11.10.2012г.,-
Садыр Нургожоевич,Жапаров,,,,-
Талант Турдумаматович,Мамытов,,,,-
Нариман Ташболотович,Тюлеев,,,,-
Жусупали Калматович,Исаев,В командировке,Баткенская обл.,11.10.2012г.,А.Кутушеву
Эгемберди,Эрматов,,,,З.Алымбекову
Заирбек Сулайманович,Жоошбеков,В командировке,Ошская обл.,11.10.2012г.,Ч.Турсунбекову
Талантбек Макишович,Узакбаев,В командировке,Жети-Өгүзский р-н,11.10.2012г.,Э.Исакову
Нурбек Мурпазылжанович,Мурашев,По состоянию здоровья,,11.10.2012г.,У.Аманбаевой
Бөдөш Аманбаевна,Мамырова,В командировке,Хорватия,03.10.2012г.,-
Данияр Омурзакович,Тербишалиев,,,,А.Кутушеву
Бахтияр Сабиржанович,Кадыров,В командировке,г.Санкт-Петербург,03.10.2012г.,-
Татьяна Владимировна,Левина,,,,По состоянию здоровья
Асилбек Шарипович,Жээнбеков,В командировке,США,26-27.09.2012г.,-
Динара Шертаевна,Исаева,,,,Н.Нарматовой
Талант Турдумаматович,Мамытов,В командировке,Таджикистан,26-27.09.2012г.,-
Назарали Турдалиевич,Арипов,,,,Ч.Султанбековой
Жусупали Калматович,Исаев,,,,М.Мадеминову
Нурбек Нурпазылжанович,Мурашев,,,,-
Бөдөш Аманбаевна,Мамырова,В командировке,Хорватия,26-27.09.2012г.,-
Данияр Омурзакович,Тербишалиев,,,,А.Кутушеву
Нариман Ташболотович,Тюлеев,По уважительной причине,,26-27.09.2012г.,-
Шаршенбек Шайлообаевич ,Абдыкеримов,По состоянию здоровья,,26-27.09.2012г.,К.Исаеву
Нурлан Чолпонбаевич,Сулайманов,,,,А.Келдибекову
Нарынбек,Молдобаев,,,,Р.Шину
Хаджимурат Зулкарнаевич,Коркмазов,По уважительной причине,,27.09.2012г.,-
Талант Турдумаматович,Мамытов,В командировке,г.Жалал-Абад,19.09.2012г.,С.Жапарову
Мирлан Исакбекович,Бакиров,В командировке,США,19-20.09.2012г.,-
Акуналы Атамурзаевич,Досалиев,,,,Т.Мадылбекову
Эркингуль Бекбачаевна,Иманкожоева,,,,-
Эристина Азрет-Алиевна,Кочкарова,,,,-
Асилбек Шарипович ,Жээнбеков,В командировке,США,19-20.09.2012г.,-
Алмазбек Баатырбекович,Баатырбеков,,,,К.Исаеву
Заирбек Сулайманович,Жоошбеков,,,,-
Динара Шертаевна,Исаева,,,,Н.Нарматовой
Абдырахман Мадакимович,Маматалиев,,,,А.Артыкову
Токон Болотбекович,Мамытов,,,,А.Артыкову
Акылбек Жусупович,Эшимов,,,,-
Бакыт Эргешович,Төрөбаев,В командировке,г.Жалал-Абад,19-20.09.2012г.,-
Тынчтык Урайимович,Шайназаров,В командировке,Ошская обл.,19-20.09.2012г.,-
Нариман Ташболотович,Тюлеев,По уважительной причине,,19-20.09.2012г.,-
Жоомарт Рахатович,Сапарбаев,По состоянию здоровья,,19-20.09.2012г.,Б.Калмаматову
Нурлан Чолпонбаевич,Сулайманов,,,,А.Келдибекову
Нурлан Надирович,Торобеков,По состоянию здоровья,,20.09.2012г.,-
Алла Николаевна,Измалкова,По уважительной причине,,20.09.2012г.,И.Карамушкиной
Ташполот,Балтабаев,В командировке,г.Алматы,20.09.2012г.,Ө.Текебаеву
Өмүрбек Мирзараимович,Бакиров,В командировке,Ошская обл.,12.09.2012г.,С.Жапарову
Абдулатип Маматасанович,Режавалиев,В командировке,Ошская обл.,12.09.2012г.,Т.Шайназарову
Мирлан Исакбекович,Бакиров,В командировке,США,12-13.09.2012г.,Т.Шайназарову
Акуналы Атамурзаевич,Досалиев,,,,Т.Мадылбекову
Эркингуль Бекбачаевна,Иманкожоева,,,,-
Эристина Азрет-Алиевна,Кочкарова,,,,-
Замир Исакович,Бекбоев,В командировке,США,12-13.09.2012г.,А.Маматалиеву
Эсенгул Байдалиевич,Исаков,В командировке,США,12-13.09.2012г.,Т.Узакбаеву
Роза Корчубековна,Акназарова,В командировке,Республика Чехия,12-13.09.2012г.,К.Бокоеву
Элмурат Авдувапович,Обдунов,В командировке,Ошская обл.,12-13.09.2012г.,Н.Алимбекову
Абдимуталип Калдарбаевич,Кочкорбаев,В командировке,Ошская обл.,12-13.09.2012г.,У.Кочкорову
Бакыт Эргешович,Торобаев,В командировке,г.Жалал-Абад,12-13.09.2012г.,Т.Шайназарову
Өмүрбек Чиркешович,Текебаев,В командировке,Ысык-Кульская обл.,12-13.09.2012г.,Э.Алымбекову
Камила Абдыразаковна,Талиева,По уважительной причине,,12-13.09.2012г.,А.Маматалиеву
Нариман Ташболотович,Тюлеев,,,,-
Азамат Абдуллажанович,Арапбаев,,,,К.Абдиеву
Алтынбек Турдубаевич,Сулайманов,,,,А.Бекматову
Нургазы Абдыраевич,Айдаров,По состоянию здоровья,,12-13.09.2012г.,Д.Джумабекову
Жоомарт Рахатович,Сапарбаев,,,,Б.Калмаматову
Нурлан Чолпонбаевич,Сулайманов,,,,А.Келдибекову
Шаршенбек Шайлообаевич,Абдыкеримов,,,,К.Исаеву
Абдимуктар,Маматов,По уважительной причине,,05.09.2012г.,С.Нышанову
Курмантай,Абдиев,В командировке,Пакистан Исламская Республика,05-06.09.2012г.,Н.Нарматовой
Асия Айтбаевна,Сасыкбаева,В командировке,США,05-06.09.2012г.,Ж.Сапарбаеву
Данияр Омурзакович,Тербишалиев,,,,Д.Ниязалиевой
Гульнара Оморовна,Жамгырчиева,,,,Ч.Турсунбекову
Айнуру Тойчиевна,Алтыбаева,,,,Ф.Кулову
Урмат Абдилашимовна,Аманбаева,,,,А.Сулайманову
Назарали Турдалиевич,Арипов,,,,А.Сулайманову
Равшан Бабырбекович,Жээнбеков,,,,Ө.Абдрахманову
Нариман Ташболотович,Тюлеев,По уважительной причине,,05-06.09.2012г.,-
Азиз Эмильбекович,Суракматов,,,А.Арапбаеву,05-06.09.2012г.
Нурлан Чолпонбаевич,Сулайманов,По состоянию здоровья,,05-06.09.2012г.,-
Динара Шертаевна,Исаева,По состоянию здоровья,,27.06.2012г.,С.Жапарову
Нурлан Чолпонбаевич,Сулайманов,В командировке,г.Москва,27-28.06.2012г.,-
Эркинбек Джумабаевич,Алымбеков,,,,Ө.Текебаеву
,Бакир уулу Турсунбай,,,,-
Алла Николаевна,Измалкова,,,,-
Каныбек Капашович,Иманалиев,,,,-
Мамытбай Маткабылович,Салымбеков,,,,-
Бахадыр Искакович,Сулейманов,,,,-
Нурлан Надирович,Төрөбеков,,,,Э.Исакову
Шаршенбек Шайлообаевич,Абдыкеримов,В командировке,Нарынская обл.,27-28.06.2012г.,К.Исаеву
Акылбек Шакирович,Султанов,В командировке,г.Ош,27-28.06.2012г.,Т.Зулпукарову
Элмурат Авдувапович,Обдунов,По состоянию здоровья,,27-28-29.06.2012г.,К.Исаеву
Бакыт Эргешевич,Төрөбаев,В командировке,Германия,27-28-29.06.2012г.,-
Гуласал,Садырбаева,В командировке,Джалал-Абадская обл.,29.06.2012г.,А.Сасыкбаевой
Равшан Бабырбекович,Жээнбеков,В командировке,г.Алматы,20.06.2012г.,-
Кубанычбек Туманович,Туманов,В командировке,Венгрия,20.06.2012г.,А.Бекматову
Замирбек Маданбекович,Алымбеков,,,,-
Замир Исакович,Бекбоев,,,,-
Абдимуталип Калдарбаевич,Кочкорбаев,,,,-
Акылбек Жусупович,Эшимов,,,,-
Татьяна Владимировна,Левина,По состоянию здоровья,,20-21.06.2012г.,-
Динара Шертаевна,Исаева,По состоянию здоровья,,20-21-22.06.2012г.,Н.Нарматовой
Шаршенбек Шайлообаевич,Абдыкеримов,В командировке,г.Москва,20-21-22.06.2012г.,К.Исаеву
Элмурат Авдувапович,Обдунов,По состоянию здоровья,,20-21-22.06.2012г.,А.Бекматову
Бакыт Эргешевич,Торобаев,По состоянию здоровья,,21.06.2012г.,-
Ширин Чынгызовна,Айтматова,,,,Б.Калмаматову
Тынчтык Урайимович,Шайназаров,В командировке,Ошская обл.,21-22.06.2012г.,Н.Мурашеву
Хаджимурат Зулкарнаевич,Коркмазов,По состоянию здоровья,,22.06.2012г.,К.Дыйканбаеву
Бакыт Эргешевич,Торобаев,В командировке,Ошская обл.,22.06.2012г.,-
Азиз Эмильбекович,Суракматов,В командировке,,22.06.2012г.,М.Абдылдаеву
Азамат Абдуллажанович,Арапбаев,По уважительной причине,,22.06.2012г.,К.Абдиеву
Улан Сапарбекович,Чолпонбаев,,,,Т.Мамытову
Джаныш Камчыбекович,Кудайбергенов,,,,Т.Мамытову
Дастанбек Артисбекович,Джумабеков,,,,К.Ташиеву
Данияр Омурзакович,Тербишалиев,В командировке,Нидерланды,13-14.06.2012г.,А.Кутушеву
Галина Анатольевна,Скрипкина,В командировке,Республика Иран,13-14.06.2012г.,-
Ташполот,Балтабаев,,,,Ө.Текебаеву
Дастан Далабайевич,Бекешев,,,,-
Эльмира Сансызбаевна,Иманалиева,,,,-
Эгемберди,Эрматов,В командировке,г.Санкт-Петербург,13-14.06.2012г.,З.Алымбекову
Кенжебек Сатымкулович,Бокоев,В командировке,г.Вена,13-14.06.2012г.,А.Баатырбекову
Нурбек Мурпазылжанович,Мурашев,По состоянию здоровья,,13-14.06.2012г.,М.Бакирову
Элмурат Авдувапович,Обдунов,,,,К.Исаеву
Дамира Абаскановна,Ниязалиева,В командировке,США,14.06.2012г.,Ч.Турсунбекову
Төрөбай Закирович,Зулпукаров,По состоянию здоровья,,06.06.2012г.,А.Султанову
Максат Эсенович,Сабиров,На встрече с избирателями &nbsp;,,06.06.2012г.,К.Исаеву
Жоомарт Рахатович,Сапарбаев,По состоянию здоровья,,06-07.06.2012г.,Б.Калмаматову
Нарынбек,Молдобаев,,,,Р.Шин
Ширин Чынгызовна,Айтматова,,,,-
Карганбек Садыкович,Самаков,В командировке,Франция,06-07.06.2012г.,-
Каныбек,Осмоналиев,В командировке,Туркия Республикасы,06-07.06.2012г.,-
Азиз Эмильбекович,Суракматов,В командировке,,06-07.06.2012г.,М.Абдылдаеву
Дамира Абаскановна,Ниязалиева,В командировке,,06-07.06.2012г.,Ч.Турсунбекову
Нурбек Каарыевич,Алимбеков,В командировке,Туркия Республикасы,06-07.06.2012г.,А.Бекматову
Назарали Турдалиевич,Арипов,,,,А.Баатырбекову
Акылбек Жусупович,Эшимов,,,,А.Бекматову
Данияр Омурзакович,Тербишалиев,В командировке,Нидерланды,06-07.06.2012г.,А.Кутушеву
Чолпон Аалыевна,Султанбекова,По состоянию здоровья,,30.05.2012 г.,-
Райкан,Төлөгөнов,По состоянию здоровья,,30-31.05.2012 г.,Т.Мадылбекову
Нарынбек,Молдобаев,,,,Р.Шин
Өмүрбек Чиркешович,Текебаев,,,,-
Жоомарт Рахатович,Сапарбаев,,,,Б.Калмаматову
Динара Шертаевна,Исаева,,,,Б.Сулайманову
Исхак Айтбаевич,Пирматов,,,,К.Исаеву
Эркинбек Джумабаевич,Алымбеков,В командировке,Монголия,30-31.05.2012 г.,-
Замирбек Маданбекович,Алымбеков,В командировке,,30-31.05.2012 г.,Э.Эрматову
Айнуру Тойчиевна,Алтыбаева,В командировке,г.Афины,30-31.05.2012 г.,-
Надира Азимовна,Нарматова,,,,У.Кочкорову
Урмат Абдилашимовна,Аманбаева,,,,-
Алла Николаевна,Измалкова,,,,И.Карамушкиной
Нурлан Надирович,Төрөбеков,На встрече с избирателями,,30-31.05.2012 г.,-
Өмүрбек Мирзараимович,Бакиров,В связи с семейными обстоятельствами,,30-31.05.2012 г.,-
Төрөбай Закирович,Зулпукаров,По состоянию здоровья,,31.05.2012 г.,Ч.Турсунбекову
Курманбек Сапарович,Дыйканбаев,На международном симпозиуме,,31.05.2012 г.,К.Исаеву
Ширин Чынгызовна,Айтматова,В командировке,Южная Корея,31.05.2012 г.,Н.Никитенко
Жыргалбек Алимбаевич,Саматов,,,,-
Канатбек Кедейканович,Исаев,,,,-
Замир Исакович,Бекбоев,,,,-
Нурлан Чолпонбаевич,Сулайманов,На встрече с избирателями,Ошская обл.,23.05.2012 г.,М.Абдылдаеву
Бакыт Эргешевич,Төрөбаев,В командировке,Чуйская обл.,23.05.2012 г.,-
Данияр Омурзакович,Тербишалиев,В командировке,Украина,23-24.05.2012 г.,А.Кутушеву
Замирбек Маданбекович,Алымбеков,В командировке,"Жалал-Абадская, Баткенская обл.",23-24.05.2012 г.,-
Назарали Турдалиевич,Арипов,В командировке,г.Сүлүктү,23-24.05.2012 г.,А.Баатырбекову
Жылдызкан Айтибаевна,Джолдошова,В командировке,Молдова,23-24.05.2012 г.,-
Ыргал Кармышаковна,Кадыралиева,В командировке,Турция,23-24.05.2012 г.,И.Исакову
Гульнара Оморовна,Жамгырчиева,,,,Ч.Турсунбекову
Урмат Абдилашимовна,Аманбаева,,,,-
Райкан,Төлөгөнов,По состоянию здоровья,,23-24.05.2012 г.,Т.Мадылбекову
Өмүрбек Чиркешович,Текебаев,,,,-
Чолпон Аалыевна,Султанбекова,,,,К.Исаеву
Надира Азимовна,Нарматова,,,,Б.Сулейманову
Динара Шертаевна,Исаева,,,,Б.Сулейманову
Мамытбай Маткабылович,Салымбеков,,,,Ч.Турсунбекову
Нурлан Надирович,Торобеков,На встрече с избирателями,Баткенская обл.,23-24.05.2012 г.,-
Жыргалбек Алимбекович,Саматов,В командировке,Ошская обл.,24.05.2012 г.,Д.Джумабекову
Нурбек Каарыевич,Алимбеков,По уважительной причине &nbsp;,,24.05.2012 г.,А.Бекматову
Нуржана Нуралиевна,Бадыкеева,По состоянию здоровья,,24.05.2012 г.,Т.Левиной
Эсенгул Байдалиевич,Исаков,В командировке,г.Санкт-Петербург,16.05.2012 г.,Т.Узакбаеву
Нурбек Каарыевич,Алимбеков,В командировке,"Ошская, Жалал-Абадская обл.",16.05.2012 г.,А.Бекматову
Жылдызкан Айтибаевна,Джолдошова,,,,С.Жапарову
Акылбек Жусупович,Эшимов,В командировке,г.Ош,16.05.2012 г.,А.Бекматову
Эркин Джумабаевич,Алымбеков,В командировке,г.Алматы,16.05.2012 г.,А.Сасыкбаевой
Өмүрбек Чиркешович,Текебаев,В командировке,Жалал-Абадская обл.,16.05.2012 г.,-
Асилбек Шарипович,Жээнбеков,В командировке,г.Санкт-Петербург,16-17.05.2012 г.,-
Абдырахман Мадакимович,Маматалиев,,,,А.Артыкову
Мирлан Исакбекович,Бакиров,,,,-
Абдимуталип Калдарбаевич,Кочкорбаев,,,,-
Токон Болотбекович,Мамытов,,,,А.Артыкову
Каныбек Капашович,Иманалиев,,,,Б.Жетигенову
Максат Эсенович,Сабиров,,,,К.Исаеву
Галина Анатольевна,Скрипкина,,,,-
Гульниза Джумабековна,Бейшенбаева,,,,-
Заирбек Сулайманович,Жоошбеков,В командировке,г.Казань,16-17.05.2012 г.,-
Нариман Ташболотович,Тюлеев,По состоянию здоровья,,16-17.05.2012 г.,Н.Айдарову
Джаныш Камчыбекович,Кудайбергенов,,,,-
Динара Шертаевна,Исаева,,,,Н.Нарматовой
Нурбек Мурпазылжанович,Мурашев,В командировке,г.Тбилиси,16-17.05.2012 г.,А.Режавалиеву
Тынчтык Ураимович,Шайназаров,,,,А.Режавалиеву
Дастан Далабаевич,Бекешев,,,,-
Акылбек Шакирович,Султанов,В командировке,"Ошская, Жалал-Абадская обл.",16-17.05.2012 г.,Т.Зулпукарову
Назарали Турдалиевич,Арипов,На встрече с избирателями &nbsp;&nbsp;,,16-17.05.2012 г.,А.Баатырбекову
Өмүрбек Мирзараимович,Бакиров,В связи с семейными обстоятельствами,,16-17.05.2012 г.,-
Бакыт Эргешевич,Торобаев,В командировке,г.Ашхабад,17.05.2012 г.,-
Курмантай Абдиевич,Абдиев,,,,-
Эгемберди,Эрматов,,,,Э.Сакебаеву
Мамытбай Маткабылович,Салымбеков,По состоянию здоровья,,17.05.2012 г.,Ч.Турсунбекову
Улан Сапарбекович,Чолпонбаев,На сдаче,экзаменационной сессии,17.05.2012 г.,А.Келдибекову
Нариман Ташболотович,Тюлеев,По состоянию здоровья,,10.05.2012 г.,Н.Айдарову
Надира Азимовна,Нарматова,,,,-
Айнуру Тойчиевна,Алтыбаева,В командировке,г.Вена,10.05.2012 г.,-
Эльмира Сансызбаевна,Иманалиева,В командировке,Латвия,10.05.2012 г.,-
Нуржана Нуралиевна,Бадыкеева,В командировке,Черногория,10.05.2012 г.,Т.Левиной
Бактыгул Арстанович,Маматов,В командировке,Ошская обл.,10.05.2012 г.,-
Бакыт Эргешевич,Төрөбаев,В командировке,г.Жалал-Абад,10.05.2012 г.,-
Дамира Абаскановна,Ниязалиева,В командировке,,10.05.2012 г.,Ч.Турсунбекову
Эгемберди,Эрматов,На выездном заседании Комитета,г.Ош,10.05.2012 г.,З.Алымбекову
Жылдызкан Айтибаевна,Джолдошова,,,,М.Абдылдаеву
Марат Абдыразакович,Султанов,По уважительной причине,,10.05.2012 г.,С.Жапарову
Курманбек Касымович,Омурбеков,В командировке,Таласская обл.,25.04.2012 г.,-
Өмүрбек Чиркешович,Текебаев,В командировке,Китайская Народная Республика,25-26.04.2012 г.,Э.Алымбекову
Карганбек Садыкович,Самаков,,,,Т.Мадылбекову
Галина Анатольевна,Скрипкина,В командировке,Германия,25-26.04.2012 г.,-
Жылдызкан Айтибаевна,Джолдошова,,,,М.Абдылдаеву
Токон Болотбекович,Мамытов,,,,А.Маматалиеву
Өмүрбек,Абдрахманов,,,,-
Мирлан Исакбекович,Бакиров,,,,Н.Мурашеву
Эльмира Бусурманкуловна,Джумалиева,,,,К.Дыйканбаеву
Исмаил Исакович,Исаков,,,,-
Элмурат Авдувапович,Обдунов,,,,А.Эшимову
Каныбек,Осмоналиев,В командировке,г.Киев,25-26.04.2012 г.,-
Жоомарт Рахатович,Сапарбаев,В командировке,Бельгия,25-26.04.2012 г.,Б.Калмаматову
,ШерБолот,В командировке,,25-26.04.2012 г.,-
Бахадыр Искакович,Сулейманов,По состоянию здоровья,,25-26.04.2012 г.,-
Исхак Айтбаевич,Пирматов,,,,К.Исаеву&nbsp;
